,DWH_CARDUP_PAYMENT_ID,CARDUP_PAYMENT_CUSTOMER_COMPANY_ID,CARDUP_PAYMENT_SUCCESS_AT_UTC_TS,CARDUP_PAYMENT_PAYEE_NAME,CARDUP_PAYMENT_PAYMENT_TYPE,CARDUP_PAYMENT_SCHEDULE_TYPE,CARDUP_PAYMENT_USD_AMT,CARDUP_PAYMENT_NET_REVENUE_USD_AMT,CARDUP_PAYMENT_TOTAL_REVENUE_USD_AMT,PAYEE_NAME_WITH_SPACES,tokens,tokens_corpus
2612,b3d9a415c2319139d96d43914d0f3121,,2024-06-28 15:00:45,50776_ SINGAPORE FURNITURE RENTAL PTE. LTD.,Misc,recurring,4944.6376,-1.9187014,111.254346,   furniture rental  ,"['furniture', 'rental']",furniture rental
2632,9fa5dc533144fdf830b5f182512c71b6,,2024-08-01 04:08:03,211983_FWD Singapore Pte. Ltd.,Misc,recurring,1516.76,8.1601688,28.06006, fwd   ,['fwd'],fwd
2700,cbb7797e37a178162a35ad05108691e0,,2024-06-27 15:00:35,212911_NTUC Health Co-operative Ltd,Misc,recurring,1065.7438302,5.6954338,19.71788, ntuc health cooperative ,"['ntuc', 'health', 'cooperative']",ntuc health cooperative
2712,52a3a7e487a9b7c30e91b3f1f79fc61a,,2024-09-16 04:08:32,236651_SG International Solutions Pte. Ltd.,Misc,recurring,4739.875,23.433942,85.31775, sg international solutions  ,"['sg', 'international', 'solutions']",sg international solutions
2730,4aa7604c47aa6e12c5fa38e88d395780,,2023-10-03 04:04:36,78329_Laguna Hotel Holdings PTE LTD,Misc,recurring,910.056,4.6564532,16.836036, laguna hotel holdings  ,"['laguna', 'hotel', 'holdings']",laguna hotel holdings
2738,3f307747ef9aecec76c0947f44962f77,,2024-07-29 04:29:26,137852_SIPM CONSULTANTS PTE. LTD.,Misc,recurring,5071.7648394,15.0614268,81.14666, sipm consultants  ,"['sipm', 'consultants']",sipm consultants
2794,26db2e1001de1aca2ad86b9282306220,,2024-09-20 04:01:26,22507_MOVA Automotive Pte Ltd,Misc,recurring,2066.5855,11.1557698,38.2299358, mova automotive  ,"['mova', 'automotive']",mova automotive
2815,363add8f644d12cc0efcf7ef98ffdc1c,,2024-06-27 05:03:09,61507_CL LEASING PTE. LTD.,Misc,recurring,1347.413746,17.2076422,35.0295722, cl leasing  ,"['cl', 'leasing']",cl leasing
2830,074f6dd9db08dc7715a5cbad5e1868b7,,2024-02-19 04:03:21,47912_The American Club ,Misc,recurring,1137.57,3.1624446,18.20112, the american club ,"['american', 'club']",american club
2837,24aa792e349378c23d39c7cafa806eb1,,2024-10-09 07:01:08,244319_MOTORWAY CAR RENTALS PTE LTD,Misc,recurring,1818.59524,8.5469426,32.3676584, motorway car rentals  ,"['motorway', 'car', 'rentals']",motorway car rentals
2844,8ba97eed5ea71d6b005ebe8f303fb895,,2024-10-01 04:17:27,211983_FWD Singapore Pte. Ltd.,Misc,recurring,1516.76,8.1601688,28.06006, fwd   ,['fwd'],fwd
2867,7711a3b66ea84b077470fa674897731f,,2023-12-22 04:02:08,61507_CL LEASING PTE. LTD.,Misc,recurring,1335.052152,16.911874,34.7110526, cl leasing  ,"['cl', 'leasing']",cl leasing
2873,0c3dbe441eb3f4d79091fc597da85e64,,2023-11-23 04:02:28,61507_CL LEASING PTE. LTD.,Misc,recurring,1335.052152,16.911874,34.7110526, cl leasing  ,"['cl', 'leasing']",cl leasing
2875,87c76554d51bd5c2065085c111d81bd2,,2023-10-13 04:02:24,131934_STANDARD CHARTERED BANK (SINGAPORE) LIMITED,Misc,recurring,1875.8756814,6.029121,30.9494878, standard chartered bank  ,"['standard', 'chartered', 'bank']",standard chartered bank
2913,24d6147c7988eb2a7206f4202be9ce80,,2024-04-15 04:02:10,156159_The American Club ,Misc,recurring,1109.0321606,5.8091908,20.514179, the american club ,"['american', 'club']",american club
2920,357f3d0fc66bb3abbb42df3e42ebe26a,,2024-07-02 04:39:23,181068_SG EVENT RENTAL SERVICES PTE LTD,Misc,recurring,4474.442,24.3136628,82.777177, sg event rental services  ,"['sg', 'event', 'rental', 'services']",sg event rental services
2948,473a0e04f4facdf6676f7bc97422491a,,2024-06-27 04:01:11,63405_Seah Yoke Leng Janice,Misc,recurring,2275.89838,29.159711,59.1763914, seah yoke leng janice,"['seah', 'yoke', 'leng', 'janice']",seah yoke leng janice
2953,fd8fd95f79739c5591e2104edb131b48,,2024-08-06 15:24:04,136974_TRIPLE 3 NINE CONSULTING,Misc,recurring,5308.66,28.8715266,98.21021, triple  nine consulting,"['triple', 'nine', 'consulting']",triple nine consulting
2961,7365930085f861e65b253b4565ef9150,,2024-09-16 04:04:17,201058_RED ALPHA CYBERSECURITY PTE. LTD,Misc,recurring,3033.52,16.4416784,56.12012, red alpha cybersecurity  ,"['red', 'alpha', 'cybersecurity']",red alpha cybersecurity
2978,d1bc3a69fadce2cdac06a52c475b9df5,,2024-02-15 04:05:55,94027_MERCEDES-BENZ FLEET MANAGEMENT SINGAPORE PTE. LTD. f.k.a DAIMLER FLEET MANAGEMENT SINGAPORE PTE. LTD. f.k.a AUTOFLEET PACIFIC PTE. LTD.,Misc,recurring,2483.7627542,11.9596526,44.706501, mercedesbenz fleet management    fka daimler fleet management    fka autofleet pacific  ,"['mercedesbenz', 'fleet', 'management', 'fka', 'daimler', 'fleet', 'management', 'fka', 'autofleet', 'pacific']",mercedesbenz fleet management fka daimler fleet management fka autofleet pacific
3062,d04f12cec9bab1c95a2ca026ba67ce7b,,2024-01-23 04:17:15,164867_Car Times Automobile Pte Ltd,Misc,recurring,7583.8,40.535411,140.3003, car times automobile  ,"['car', 'times', 'automobile']",car times automobile
3104,2c50be81fde2dc27bf4893f061dc59e6,,2024-02-08 15:00:41,148157_ClearHorizon Pte Ltd,Misc,recurring,22751.4,-68.6864766,511.9065, clearhorizon  ,['clearhorizon'],clearhorizon
3112,da6bdd36ab48b4106c1ba23a6503d9aa,,2024-05-15 04:02:46,52606_X-TREME AUTO PTE LTD,Misc,recurring,947.975,11.9672364,24.64735, xtreme auto  ,"['xtreme', 'auto']",xtreme auto
3122,dcfa10490fafd6dea24a9b4bfc187ba8,,2024-10-08 10:06:20,247568_Two Hands Pte Ltd,Misc,recurring,1161.83816,6.218716,21.4924892, two hands  ,"['two', 'hands']",two hands
3144,39a8d74cde4839dc132c9dad38c5956c,,2024-07-18 13:51:29,223780_PERFECT COOL AIR-COND SERVICES,Misc,recurring,4550.28,58.4255952,118.30728, perfect cool aircond services,"['perfect', 'cool', 'aircond', 'services']",perfect cool aircond services
3145,85ad56241ae2f103f02649b029c8ddfc,,2024-08-05 15:03:29,202407_My-Insurer Private Limited,Misc,recurring,1137.57,6.0897914,21.045045, myinsurer  ,['myinsurer'],myinsurer
3147,d2f3d82b8ac07e7aaf7817fe97399bc3,,2024-10-03 04:11:05,233697_MINISTRY OF BLIND,Misc,recurring,1198.543752,6.4234786,22.1750312, ministry of blind,"['ministry', 'blind']",ministry blind
3154,acb67d1bb75229deb9a146e2c4c0783b,,2024-01-19 15:00:11,138384_Mercedes-Benz Fleet Management Singapore Pte Ltd,Misc,recurring,2051.4482352,10.8675854,37.9493352, mercedesbenz fleet management   ,"['mercedesbenz', 'fleet', 'management']",mercedesbenz fleet management
3160,0ac695f1558f7e4041c5f474ef2a7fa7,,2024-07-29 04:01:26,78590_Kinto Singapore Pte Ltd,Misc,recurring,2056.6658896,26.3309536,53.4733738, kinto   ,['kinto'],kinto
3188,eab90fb9f1f039829aaa903b1825fac6,,2024-02-27 15:00:41,76308_VINCAR LEASING AND RENTAL PTE LTD,Misc,recurring,3265.20509,17.3744858,60.404967, vincar leasing and rental  ,"['vincar', 'leasing', 'rental']",vincar leasing rental
3210,41772cea6e9b500b557e59d56189f2d0,,2024-06-26 04:28:43,202558_Maplebear Learning Ladder Pte Ltd,Misc,recurring,1236.1594,5.9987858,22.8727408, maplebear learning ladder  ,"['maplebear', 'learning', 'ladder']",maplebear learning ladder
3221,55422bb0eb6aecb9f654878e89c56868,,2024-02-13 04:03:02,131934_STANDARD CHARTERED BANK (SINGAPORE) LIMITED,Misc,recurring,1875.8756814,6.218716,30.9494878, standard chartered bank  ,"['standard', 'chartered', 'bank']",standard chartered bank
3259,a78acb717c39ad892c36ec3123488572,,2024-04-15 04:01:04,131934_STANDARD CHARTERED BANK (SINGAPORE) LIMITED,Misc,recurring,1875.8756814,6.218716,30.9494878, standard chartered bank  ,"['standard', 'chartered', 'bank']",standard chartered bank
3278,2b3e9273b0cf3cc3866047734c585fce,,2024-05-27 04:10:23,201058_RED ALPHA CYBERSECURITY PTE. LTD,Misc,recurring,2275.14,12.0658258,42.09009, red alpha cybersecurity  ,"['red', 'alpha', 'cybersecurity']",red alpha cybersecurity
3306,2db76f144701e571b22a0615060d27de,,2024-06-26 15:03:32,137852_SIPM CONSULTANTS PTE. LTD.,Misc,recurring,5071.7648394,15.0614268,81.14666, sipm consultants  ,"['sipm', 'consultants']",sipm consultants
3311,b2cad8c17869e6b7fcf16d7551527a92,,2024-04-09 04:03:57,22507_MOVA Automotive Pte Ltd,Misc,recurring,2066.5855,10.9510072,38.2299358, mova automotive  ,"['mova', 'automotive']",mova automotive
3340,9fdfe0ea5db72d528a41f0fccc6767cc,,2024-10-01 04:25:51,226991_NASAR VENTURES,Misc,recurring,2654.33,14.371301,49.105105, nasar ventures,"['nasar', 'ventures']",nasar ventures
3342,c4dfd2bf23d39a44d03a78fa87e20a7b,,2024-09-30 15:00:54,236651_SG International Solutions Pte. Ltd.,Misc,recurring,4739.875,23.4263582,85.31775, sg international solutions  ,"['sg', 'international', 'solutions']",sg international solutions
3397,8798295ed3df395751ddedef7831434a,,2024-07-19 04:39:29,116779_Yu Yi Optic LLP,Misc,recurring,5687.85,30.941904,105.225225, yu yi optic ,"['yu', 'yi', 'optic']",yu yi optic
3413,908823ce829050534d103b5ebfebcc8f,,2024-07-12 15:01:03,116779_Yu Yi Optic LLP,Misc,recurring,5687.85,30.9570716,105.225225, yu yi optic ,"['yu', 'yi', 'optic']",yu yi optic
3424,be3d286f9506d6d4e81a6899cf57d0c6,,2024-04-25 04:01:35,57205_ST AUTO PTE LTD,Misc,recurring,1962.68744,24.9279506,51.0313902, st auto  ,"['st', 'auto']",st auto
3428,74ca366a3ebf053049e91c34683a823b,,2024-08-28 15:00:52,178232_YID DESIGN & BUILD PRIVATE LIMITED,Misc,recurring,11129.2265,60.6704,205.8925862, yid design  build  ,"['yid', 'design', 'build']",yid design build
3429,07a1482a18c4c45429ba020827583b0a,,2023-12-01 04:03:11,137852_SIPM CONSULTANTS PTE. LTD.,Misc,recurring,5025.9890226,14.4168038,80.4186152, sipm consultants  ,"['sipm', 'consultants']",sipm consultants
3434,2e6db97edeacc31f5e2c3bf01332c951,,2024-04-25 04:02:25,78590_Kinto Singapore Pte Ltd,Misc,recurring,2056.6658896,26.126191,53.4733738, kinto   ,['kinto'],kinto
3457,676f52994da39f7f3a256e77301e1086,,2024-07-24 10:01:41,225534_ERA Realty Network Pte Ltd,Misc,recurring,4240.5272728,23.0320006,78.4468272, era realty network  ,"['era', 'realty', 'network']",era realty network
3522,bc75d1d4cb3ee2ed530ea5dcfbb4daf5,,2024-08-22 10:00:43,116779_Yu Yi Optic LLP,Misc,recurring,1489.45832,8.0084928,27.5519454, yu yi optic ,"['yu', 'yi', 'optic']",yu yi optic
3546,b021ee69b798a59ad9caebae042cb24d,,2024-07-04 04:04:57,212911_NTUC Health Co-operative Ltd,Misc,recurring,1065.7438302,5.6954338,19.71788, ntuc health cooperative ,"['ntuc', 'health', 'cooperative']",ntuc health cooperative
3547,a6744001b0dac6b71d0008bb0bb829fa,,2024-10-18 07:02:19,211976_Nifty Auto Service Pte Ltd,Misc,recurring,1399.4917006,7.2501128,25.8910932, nifty auto service  ,"['nifty', 'auto', 'service']",nifty auto service
3558,aa6559a231205d9575f684a73bb80db9,,2023-10-10 04:16:19,143177_COOL-AIR CONTROL PTE. LTD.,Misc,recurring,2843.925,24.6549338,62.56635, coolair control  ,"['coolair', 'control']",coolair control
3595,62ed0bee59926400464fb3b13d01d0d5,,2024-07-09 04:24:26,181068_SG EVENT RENTAL SERVICES PTE LTD,Misc,recurring,4474.442,24.3136628,82.777177, sg event rental services  ,"['sg', 'event', 'rental', 'services']",sg event rental services
3613,2a98c25ee5fedd87dfb73e6e17e057da,,2024-08-28 15:01:16,235940_FLIPSTONE INTERIOR DESIGN PRIVATE LIMITED,Misc,recurring,5575.078894,30.3276162,103.13968, flipstone interior design  ,"['flipstone', 'interior', 'design']",flipstone interior design
3629,7f8cccb27d2546a6470032bcf0917772,,2024-06-05 04:06:44,196751_Gem Floriculture Pte Ltd,Misc,recurring,1321.173798,3.8753218,34.3470302, gem floriculture  ,"['gem', 'floriculture']",gem floriculture
3659,1d228e33e4bc4397cc66aa4f72503f48,,2024-06-11 04:05:57,22507_MOVA Automotive Pte Ltd,Misc,recurring,2066.5855,11.1557698,38.2299358, mova automotive  ,"['mova', 'automotive']",mova automotive
3668,32aa7c28710945c9c9c668dc13aadade,,2024-04-01 10:00:43,180485_ITA CONSULTANCY & SOLUTIONS PTE. LTD.,Misc,recurring,1569.8466,8.2890934,29.045954, ita consultancy  solutions  ,"['ita', 'consultancy', 'solutions']",ita consultancy solutions
3719,6c2dab3f8fc9021f36e0e1c91488a53d,,2024-10-10 04:08:20,173963_HOCK CHUAN HENG CAR RENTAL & TRADING,Misc,recurring,910.056,4.8460482,16.836036, hock chuan heng car rental  trading,"['hock', 'chuan', 'heng', 'car', 'rental', 'trading']",hock chuan heng car rental trading
3723,950c9e03017ab124565319ea18b36e7f,,2023-10-17 04:04:52,94027_MERCEDES-BENZ FLEET MANAGEMENT SINGAPORE PTE. LTD. f.k.a DAIMLER FLEET MANAGEMENT SINGAPORE PTE. LTD. f.k.a AUTOFLEET PACIFIC PTE. LTD.,Misc,recurring,2460.981019,11.603214,44.2969758, mercedesbenz fleet management    fka daimler fleet management    fka autofleet pacific  ,"['mercedesbenz', 'fleet', 'management', 'fka', 'daimler', 'fleet', 'management', 'fka', 'autofleet', 'pacific']",mercedesbenz fleet management fka daimler fleet management fka autofleet pacific
3741,1656a37d5635c4a2f7d2e59c09eb3b73,,2023-10-11 10:00:15,133366_Life Mastery Coaching Singapore LLP,Misc,recurring,1592.598,8.2435906,29.463063, life mastery coaching  ,"['life', 'mastery', 'coaching']",life mastery coaching
3755,2e84a8a55b16195578f81f1888137455,,2024-08-13 04:01:40,131934_STANDARD CHARTERED BANK (SINGAPORE) LIMITED,Misc,recurring,1875.8756814,6.4158948,30.9494878, standard chartered bank  ,"['standard', 'chartered', 'bank']",standard chartered bank
3760,3d3675248ae132e79c48097c26b741d1,,2024-10-10 07:02:22,248562_ORANGETEE AND TIE PTE LTD,Misc,recurring,950.62933,5.0659784,17.5868322, orangetee and tie  ,"['orangetee', 'tie']",orangetee tie
3812,bf5bd38d83f3a24783df9b1572ab9993,,2024-05-29 15:00:51,202417_Propnex Realty Pte Ltd,Misc,recurring,1570.60498,8.2890934,29.0535378, propnex realty  ,"['propnex', 'realty']",propnex realty
3839,0492053a8cf9031a7ee73964015b19f0,,2023-12-05 10:00:48,123893_Aveo Pte Ltd,Misc,recurring,2843.925,15.1220972,52.6164044, aveo  ,['aveo'],aveo
3861,460de1ff92a76aa2f26868caed577bd2,,2024-06-20 04:02:48,142076_CREV Consultancy Pte Ltd,Misc,recurring,2123.464,27.1955068,55.210064, crev consultancy  ,"['crev', 'consultancy']",crev consultancy
3945,aaeb9b78e263877a65cdbf468d62f7bb,,2024-03-28 10:00:28,181915_SG LivingHub Engineering Pte. Ltd.,Misc,recurring,2436.978292,12.9379628,45.085691, sg livinghub engineering  ,"['sg', 'livinghub', 'engineering']",sg livinghub engineering
3952,f3e36e1c2f190b0cc968214c14bf56a4,,2024-10-17 04:11:04,232675_GYMWITHJONES PTE. LTD,Misc,recurring,1911.1176,9.934778,35.3556756, gymwithjones  ,['gymwithjones'],gymwithjones
3966,73ad752509fdad45f566f035e7533166,,2024-03-26 00:55:28,17463_Ibraco Bhd,Misc,recurring,10890.3368,91.94057940032,174.2453888, ibraco ,['ibraco'],ibraco
3969,28438950d58b4041947ed805c49ef673,,2024-02-27 04:00:55,63405_Seah Yoke Leng Janice,Misc,recurring,2275.89838,28.9246132,59.1763914, seah yoke leng janice,"['seah', 'yoke', 'leng', 'janice']",seah yoke leng janice
3975,52bd1c413d66a6b9777b5fe24028ea4e,,2024-01-23 04:02:22,61507_CL LEASING PTE. LTD.,Misc,recurring,1335.052152,16.911874,34.7110526, cl leasing  ,"['cl', 'leasing']",cl leasing
3987,98b47e5c15c3a9a88b8f53e3f8655795,,2024-08-23 04:07:10,202407_My-Insurer Private Limited,Misc,recurring,1137.57,6.0822076,21.045045, myinsurer  ,['myinsurer'],myinsurer
4012,a55be31ff937a3eab602c51ad8d9ec7f,,2024-09-17 05:01:45,94027_MERCEDES-BENZ FLEET MANAGEMENT SINGAPORE PTE. LTD. f.k.a DAIMLER FLEET MANAGEMENT SINGAPORE PTE. LTD. f.k.a AUTOFLEET PACIFIC PTE. LTD.,Misc,recurring,2483.7627542,7.3107832,39.739112, mercedesbenz fleet management    fka daimler fleet management    fka autofleet pacific  ,"['mercedesbenz', 'fleet', 'management', 'fka', 'daimler', 'fleet', 'management', 'fka', 'autofleet', 'pacific']",mercedesbenz fleet management fka daimler fleet management fka autofleet pacific
4063,db55ec88634887d3784640223d86b9de,,2024-09-10 04:12:53,173963_HOCK CHUAN HENG CAR RENTAL & TRADING,Misc,recurring,910.056,4.8460482,16.836036, hock chuan heng car rental  trading,"['hock', 'chuan', 'heng', 'car', 'rental', 'trading']",hock chuan heng car rental trading
4116,1befd4c6cbb5c85aa29f2453180db64c,,2023-12-26 15:02:28,159149_PROPFUNNELS PTE. LIMITED,Misc,recurring,7780.9788,41.597143,143.9481078, propfunnels  ,['propfunnels'],propfunnels
4129,b1af281aa04a5525da1e19790bd385a4,,2023-10-17 04:16:05,140421_JSPHERE AUTO SERVICES PTE. LTD.,Misc,recurring,1403.003,7.2501128,25.9593474, jsphere auto services  ,"['jsphere', 'auto', 'services']",jsphere auto services
4133,723b5f66687e8dd413b6ae19a308f367,,2023-11-28 04:02:37,63405_Seah Yoke Leng Janice,Misc,recurring,2275.89838,28.9246132,59.1763914, seah yoke leng janice,"['seah', 'yoke', 'leng', 'janice']",seah yoke leng janice
4142,570bf209a262eb01da584febb06e3efe,,2024-01-02 04:04:41,131934_STANDARD CHARTERED BANK (SINGAPORE) LIMITED,Misc,recurring,1875.8756814,6.218716,30.9494878, standard chartered bank  ,"['standard', 'chartered', 'bank']",standard chartered bank
4143,2180bbaeca04e1d35a7a4b43fef0156b,,2024-05-20 07:01:05,201058_RED ALPHA CYBERSECURITY PTE. LTD,Misc,recurring,7583.8,40.535411,140.3003, red alpha cybersecurity  ,"['red', 'alpha', 'cybersecurity']",red alpha cybersecurity
4172,dfff70fcb3dbce093bc64eb152ad7405,,2024-07-10 04:09:40,173963_HOCK CHUAN HENG CAR RENTAL & TRADING,Misc,recurring,910.056,4.8460482,16.836036, hock chuan heng car rental  trading,"['hock', 'chuan', 'heng', 'car', 'rental', 'trading']",hock chuan heng car rental trading
4176,6a5ff541e5953ac37bc45a8ffbcf7fa0,,2024-04-16 04:09:42,94027_MERCEDES-BENZ FLEET MANAGEMENT SINGAPORE PTE. LTD. f.k.a DAIMLER FLEET MANAGEMENT SINGAPORE PTE. LTD. f.k.a AUTOFLEET PACIFIC PTE. LTD.,Misc,recurring,2483.7627542,11.9596526,44.706501, mercedesbenz fleet management    fka daimler fleet management    fka autofleet pacific  ,"['mercedesbenz', 'fleet', 'management', 'fka', 'daimler', 'fleet', 'management', 'fka', 'autofleet', 'pacific']",mercedesbenz fleet management fka daimler fleet management fka autofleet pacific
4212,1d95c566b3a1b43527fb67d82664eb4a,,2024-09-18 04:02:07,74094_Mercedes-Benz Fleet Management Singapore Pte Ltd,Misc,recurring,2688.495019,34.4607872,69.8998846, mercedesbenz fleet management   ,"['mercedesbenz', 'fleet', 'management']",mercedesbenz fleet management
4215,6fbd840695746bc94273178b7c1eb3b9,,2024-03-26 16:17:49,17463_Ibraco Bhd,Misc,recurring,10890.3368,91.94493553504,174.2453888, ibraco ,['ibraco'],ibraco
4246,d1a76910cdc44ddc46f493a37741b649,,2024-07-05 10:00:57,201058_RED ALPHA CYBERSECURITY PTE. LTD,Misc,recurring,3033.52,16.4416784,56.12012, red alpha cybersecurity  ,"['red', 'alpha', 'cybersecurity']",red alpha cybersecurity
4249,620b0db4561bd56fdb322cf515f4e465,,2024-08-27 15:03:59,235520_Virtus Fertility Centre Singapore Pte Ltd,Misc,recurring,1322.61472,7.090853,24.4653388, virtus fertility centre   ,"['virtus', 'fertility', 'centre']",virtus fertility centre
4281,683449f5b9907b61ac85323dc318cfdb,,2024-02-27 04:01:01,57205_ST AUTO PTE LTD,Misc,recurring,1962.68744,24.9279506,51.0313902, st auto  ,"['st', 'auto']",st auto
4284,dbab1b7f0e83a6a53980d7753217b222,,2024-09-27 04:07:18,75008_National Car Rentals (Pte) Ltd ,Misc,recurring,1487.94156,8.000909,27.529194, national car rentals   ,"['national', 'car', 'rentals']",national car rentals
4294,1bc3fab06bf2ed70abe11b4317bb8d96,,2024-10-14 10:01:06,248271_ GREEN EMPLOYMENT PTE. LTD.,Misc,recurring,1137.57,5.8698612,21.045045,  green employment  ,"['green', 'employment']",green employment
4321,3f2e079f23901bae8d1e088cb2597f04,,2024-05-23 15:00:59,202407_My-Insurer Private Limited,Misc,recurring,1137.57,5.9684506,21.045045, myinsurer  ,['myinsurer'],myinsurer
4328,2ccb7f8516cb5eda2553564eb6ef3042,,2024-07-15 04:00:56,131934_STANDARD CHARTERED BANK (SINGAPORE) LIMITED,Misc,recurring,1875.8756814,6.4158948,30.9494878, standard chartered bank  ,"['standard', 'chartered', 'bank']",standard chartered bank
4332,06881c8979bd845ec029564c9ca46224,,2023-12-19 04:20:05,74094_Mercedes-Benz Fleet Management Singapore Pte Ltd,Misc,recurring,2663.8325014,14.1513708,49.2795324, mercedesbenz fleet management   ,"['mercedesbenz', 'fleet', 'management']",mercedesbenz fleet management
4343,4a163db222a5fffcc6f33479c2407005,,2024-06-05 17:33:42,154395_MAPLEBEAR PLAYWORKS @ CBP PTE. LTD.,Misc,recurring,1243.894876,6.6661602,23.0092492, maplebear playworks  cbp  ,"['maplebear', 'playworks', 'cbp']",maplebear playworks cbp
4362,4b169e68d339b40fab148cd704cc17ca,,2023-11-06 04:01:18,111887_Shaws CDLC @ Mountbatten Pte. Ltd.,Misc,recurring,1611.5575,20.438341,41.900495, shaws cdlc  mountbatten  ,"['shaws', 'cdlc', 'mountbatten']",shaws cdlc mountbatten
4367,dddaf0740edf009effdb5f38769e9831,,2024-09-09 10:12:03,236651_SG International Solutions Pte. Ltd.,Misc,recurring,4739.875,23.4263582,85.31775, sg international solutions  ,"['sg', 'international', 'solutions']",sg international solutions
4373,6d31a90dee2404ed17c11824c1724a05,,2023-10-20 04:18:04,22507_MOVA Automotive Pte Ltd,Misc,recurring,2047.626,10.6400714,37.881081, mova automotive  ,"['mova', 'automotive']",mova automotive
4405,92bc584b8d18cba5847b421ceeb0483b,,2023-12-27 04:00:21,63405_Seah Yoke Leng Janice,Misc,recurring,2275.89838,28.9246132,59.1763914, seah yoke leng janice,"['seah', 'yoke', 'leng', 'janice']",seah yoke leng janice
4416,effa16bc7b9aa8c7704edb27656d1e06,,2024-06-06 15:51:04,136974_TRIPLE 3 NINE CONSULTING,Misc,recurring,7583.8,41.3089586,140.3003, triple  nine consulting,"['triple', 'nine', 'consulting']",triple nine consulting
4421,af09518c4a061904c99919170e43db63,,2024-05-17 04:13:48,198001_READ Architecture,Misc,recurring,5545.65375,29.5995714,102.5936464, read architecture,"['read', 'architecture']",read architecture
4453,3ffd4f4a6bfd1824f94a88e63838fdf0,,2024-08-06 07:00:08,76308_VINCAR LEASING AND RENTAL PTE LTD,Misc,recurring,3265.58428,17.708173,60.4125508, vincar leasing and rental  ,"['vincar', 'leasing', 'rental']",vincar leasing rental
4455,e6027b012846053ef6e334343d99210c,,2024-08-19 04:01:45,47912_The American Club ,Misc,recurring,1137.57,3.2762016,18.20112, the american club ,"['american', 'club']",american club
4464,49916d63ec6a551ff566c36c92450b80,,2023-11-21 04:25:57,142076_CREV Consultancy Pte Ltd,Misc,recurring,2123.464,26.9755766,55.210064, crev consultancy  ,"['crev', 'consultancy']",crev consultancy
4475,3f770e59d276f35b4f4f50d7c63c9cb7,,2023-12-22 04:02:35,47912_The American Club ,Misc,recurring,1137.57,3.1624446,18.20112, the american club ,"['american', 'club']",american club
4479,f91cb01af9fbe72c60da27c9e817c889,,2024-03-20 04:10:13,142076_CREV Consultancy Pte Ltd,Misc,recurring,2123.464,26.9755766,55.210064, crev consultancy  ,"['crev', 'consultancy']",crev consultancy
4485,694acfc44beab4fa753e61d0ceb81223,,2024-08-01 15:00:54,223764_Nomads Design Studio,Misc,recurring,7583.8,41.3241262,140.3003, nomads design studio,"['nomads', 'design', 'studio']",nomads design studio
4506,1ac45be48a4c8868b55ed4589a16dd96,,2024-10-07 04:04:51,196751_Gem Floriculture Pte Ltd,Misc,recurring,1321.173798,3.7312296,34.3470302, gem floriculture  ,"['gem', 'floriculture']",gem floriculture
4520,0d06fed8f427ebe55522f0c41df91513,,2024-07-01 07:00:43,213615_Thong Teck Home For Senior Citizens,Misc,recurring,2047.626,11.0571804,37.881081, thong teck home for senior citizens,"['thong', 'teck', 'home', 'senior', 'citizens']",thong teck home senior citizens
4521,57a2f1d3bf1289a47803819373e7edeb,,2023-11-23 04:02:57,47912_The American Club ,Misc,recurring,1137.57,3.1624446,18.20112, the american club ,"['american', 'club']",american club
4575,7162a2507c4ac955e9fb254389a4b13c,,2024-08-20 15:02:35,233697_MINISTRY OF BLIND,Misc,recurring,1198.543752,6.4234786,22.1750312, ministry of blind,"['ministry', 'blind']",ministry blind
4589,8491ba17acf22ba1cb5c5653939a6a2c,,2024-08-28 15:12:34,82992_O2 Digital,Misc,recurring,15167.6,82.7544256,280.6006, o digital,['digital'],digital
4616,6db59c1d0cc1a6c4509738a7e9cecf32,,2024-10-09 07:01:22,247044_Ferndale pet travel pte ltd,Misc,recurring,4416.80512,24.002727,81.7078612, ferndale pet travel  ,"['ferndale', 'pet', 'travel']",ferndale pet travel
4621,787b754079a5197177d7ebd694d1763b,,2024-06-26 04:03:33,78590_Kinto Singapore Pte Ltd,Misc,recurring,2056.6658896,26.3309536,53.4733738, kinto   ,['kinto'],kinto
4645,d0528e097b38016b65c3f2b2e9a28a2a,,2023-12-11 04:03:26,142327_CHEONG TAILOR,Misc,recurring,1516.76,7.2576966,27.30168, cheong tailor,"['cheong', 'tailor']",cheong tailor
4650,a9f71f2b38ad4bff740a5707a85213d2,,2023-11-14 04:09:44,147412_Star Performance Motor Pte Ltd,Misc,recurring,7583.8,40.535411,140.3003, star performance motor  ,"['star', 'performance', 'motor']",star performance motor
4657,7a4f43efdbf8a7b56549d5ca1002f62f,,2024-07-23 10:01:16,116779_Yu Yi Optic LLP,Misc,recurring,1489.45832,8.0084928,27.5519454, yu yi optic ,"['yu', 'yi', 'optic']",yu yi optic
4720,d3ddf62f3c948dfb1bfca3f359d6cc83,,2024-08-28 15:01:04,75008_National Car Rentals (Pte) Ltd ,Misc,recurring,1487.94156,8.000909,27.529194, national car rentals   ,"['national', 'car', 'rentals']",national car rentals
4727,a12438823e157cd47842590c6efcbdc0,,2024-07-18 04:10:43,224055_POWER SOLUTION SERVICES PTE. LTD.,Misc,recurring,2953.6474184,16.001818,54.641279, power solution services  ,"['power', 'solution', 'services']",power solution services
